slug,name,category,has_pe_metadata,has_installation_paths,has_capabilities,has_supported_os,has_disk,has_eventlog,has_registry,has_network,has_other,has_detections,empty_sections
free_tools_launcher,Free Tools Launcher,RMM,True,True,False,False,False,False,False,False,False,False,capabilities | supported_os | disk | eventlog | registry | network | other | detections
freenx,FreeNX,RAT,True,True,False,True,False,False,False,False,False,True,capabilities | disk | eventlog | registry | network | other
freerdp,FreeRDP,RAT,True,False,False,False,False,False,False,False,False,False,installation_paths | capabilities | supported_os | disk | eventlog | registry | network | other | detections
gatherplace-desktop_sharing,GatherPlace-desktop sharing,RMM,True,True,False,False,False,False,False,True,False,True,capabilities | supported_os | disk | eventlog | registry | other
getscreen,GetScreen,RMM,True,True,False,True,False,False,False,True,False,True,capabilities | disk | eventlog | registry | other
gorelormm,Gorelo RMM,RMM,True,False,True,True,True,False,False,True,False,True,installation_paths | eventlog | registry | other
goto_opener,GoTo Opener,RMM,True,True,False,False,False,False,False,False,False,False,capabilities | supported_os | disk | eventlog | registry | network | other | detections
gotoassist,GoToAssist,RMM,True,True,False,True,False,False,False,True,False,True,capabilities | disk | eventlog | registry | other
gotoassist_(goto_resolve),GoToAssist (GoTo Resolve),RMM,True,True,True,True,False,True,True,False,False,False,disk | network | other | detections
gotoassist_agent_desktop_console,GoToAssist Agent Desktop Console,RMM,True,True,False,False,False,False,False,False,False,False,capabilities | supported_os | disk | eventlog | registry | network | other | detections
gotohttp,GotoHTTP,RMM,True,True,False,False,False,False,False,True,False,True,capabilities | supported_os | disk | eventlog | registry | other
gotomypc,GoToMyPC,RMM,True,True,False,False,True,False,True,True,False,True,capabilities | supported_os | eventlog | other
goverlan,Goverlan,RMM,True,True,False,True,False,False,False,True,False,True,capabilities | disk | eventlog | registry | other
guacamole,Guacamole,RAT,True,True,False,False,False,False,False,True,False,True,capabilities | supported_os | disk | eventlog | registry | other
heartbeatrm,HeartbeatRM,RMM,True,True,True,True,True,True,False,True,False,False,registry | other | detections
helpbeam,HelpBeam,RMM,True,True,False,False,False,False,False,True,False,True,capabilities | supported_os | disk | eventlog | registry | other
helpu,HelpU,RMM,True,True,False,False,False,False,False,True,False,True,capabilities | supported_os | disk | eventlog | registry | other
hoptodesk,HopToDesk,RMM,True,True,True,True,True,True,True,True,False,True,other
i'm_intouch,I'm InTouch,RMM,True,True,False,False,False,False,False,True,False,True,capabilities | supported_os | disk | eventlog | registry | other
idrive,iDrive,RAT,True,True,True,True,True,True,True,True,False,False,other | detections
immybot,ImmyBot,RMM,True,True,True,True,True,True,False,True,False,False,registry | other | detections
imperoconnect,Impero Connect,RMM,True,True,False,False,False,False,False,True,False,True,capabilities | supported_os | disk | eventlog | registry | other
instant_housecall,Instant Housecall,RMM,True,True,False,False,False,False,False,True,False,True,capabilities | supported_os | disk | eventlog | registry | other
instanthousecall,Instant Housecall,RMM,True,True,False,False,False,False,False,True,False,True,capabilities | supported_os | disk | eventlog | registry | other
insync,Insync,RAT,True,True,False,False,False,False,False,False,False,True,capabilities | supported_os | disk | eventlog | registry | network | other
intelliadmin_remote_control,IntelliAdmin Remote Control,RMM,True,True,False,False,False,False,False,True,False,True,capabilities | supported_os | disk | eventlog | registry | other
iperius_remote,Iperius Remote,RMM,True,True,False,False,False,False,False,True,False,True,capabilities | supported_os | disk | eventlog | registry | other
isl_light,ISL Light,RMM,True,True,False,False,False,False,False,True,False,True,capabilities | supported_os | disk | eventlog | registry | other
isl_online,ISL Online,RMM,True,True,False,True,False,False,False,True,False,True,capabilities | disk | eventlog | registry | other
islonline,ISL Online,RMM,True,True,False,False,False,False,False,True,False,True,capabilities | supported_os | disk | eventlog | registry | other
itarian,Itarian,RMM,True,True,False,False,False,False,False,True,False,True,capabilities | supported_os | disk | eventlog | registry | other
itsupport247_(connectwise),ITSupport247 (ConnectWise),RMM,True,True,False,True,False,False,False,True,False,True,capabilities | disk | eventlog | registry | other
itsupport247connectwise,ITSupport247 (ConnectWise),RMM,True,True,False,False,False,False,False,True,False,True,capabilities | supported_os | disk | eventlog | registry | other
ivanti_remote_control,Ivanti Remote Control,RMM,True,True,False,False,False,False,False,True,False,True,capabilities | supported_os | disk | eventlog | registry | other
jollysfastvnc,JollysFastVNC,RAT,True,False,False,False,False,False,False,False,False,False,installation_paths | capabilities | supported_os | disk | eventlog | registry | network | other | detections
jump_cloud,Jump Cloud,RMM,True,True,False,False,False,False,False,True,False,True,capabilities | supported_os | disk | eventlog | registry | other
jump_desktop,Jump Desktop,RMM,True,True,False,False,False,False,False,True,False,True,capabilities | supported_os | disk | eventlog | registry | other
kabuto,Kabuto,RMM,True,True,False,False,False,False,False,True,False,True,capabilities | supported_os | disk | eventlog | registry | other
kaseya,Kaseya (VSA),RMM,True,True,False,True,True,False,False,True,False,True,capabilities | eventlog | registry | other
khelpdesk,KHelpDesk,RMM,True,True,False,False,False,False,False,True,False,True,capabilities | supported_os | disk | eventlog | registry | other
kickidler,KickIdler,RMM,True,True,False,False,False,False,False,True,False,True,capabilities | supported_os | disk | eventlog | registry | other
kitty,KiTTY,RAT,True,True,False,False,False,False,False,False,False,True,capabilities | supported_os | disk | eventlog | registry | network | other
koofr,Koofr,RAT,True,False,False,False,False,False,False,False,False,False,installation_paths | capabilities | supported_os | disk | eventlog | registry | network | other | detections
labteachconnectwiseautomate,LabTeach (Connectwise Automate),RMM,True,True,False,True,False,False,False,False,False,True,capabilities | disk | eventlog | registry | network | other
labtech_rmm_(now_connectwise_automate),LabTech RMM (Now ConnectWise Automate),RMM,True,True,False,False,False,False,False,True,False,True,capabilities | supported_os | disk | eventlog | registry | other
landesk,LANDesk,RMM,True,True,False,False,False,False,False,True,False,True,capabilities | supported_os | disk | eventlog | registry | other
laplink_everywhere,Laplink Everywhere,RMM,True,True,False,False,False,False,False,True,False,True,capabilities | supported_os | disk | eventlog | registry | other
laplink_gold,Laplink Gold,RMM,True,True,False,False,False,False,False,True,False,True,capabilities | supported_os | disk | eventlog | registry | other
level,Level,RMM,True,True,True,True,True,True,False,True,False,True,registry | other
level.io,Level.io,RMM,True,True,False,False,False,False,False,True,False,True,capabilities | supported_os | disk | eventlog | registry | other
levelio,Level.io,RMM,True,True,False,True,True,False,False,True,False,True,capabilities | eventlog | registry | other
lite_manager,Lite Manager,RMM,True,True,False,False,False,False,False,False,False,True,capabilities | supported_os | disk | eventlog | registry | network | other
litemanager,LiteManager,RMM,True,True,False,False,False,False,False,True,False,True,capabilities | supported_os | disk | eventlog | registry | other
logmein,LogMeIn,RMM,True,False,False,False,False,False,False,True,False,True,installation_paths | capabilities | supported_os | disk | eventlog | registry | other
logmein_rescue,LogMeIn rescue,RMM,True,True,False,False,False,False,False,True,False,True,capabilities | supported_os | disk | eventlog | registry | other
manage_engine_(desktop_central),Manage Engine (Desktop Central),RMM,True,True,False,False,False,False,False,True,False,True,capabilities | supported_os | disk | eventlog | registry | other
manageengine,ManageEngine,RMM,True,True,False,False,False,False,False,False,False,True,capabilities | supported_os | disk | eventlog | registry | network | other
manageengine_rmm_central,ManageEngine RMM Central,RMM,True,False,False,False,False,False,False,True,False,True,installation_paths | capabilities | supported_os | disk | eventlog | registry | other
manageengine_servicedesk_plus,ManageEngine ServiceDesk Plus,RMM,True,True,True,True,True,True,True,True,False,False,other | detections
megasync,MEGAsync,RAT,True,True,False,False,False,False,False,False,False,True,capabilities | supported_os | disk | eventlog | registry | network | other
meshcentral,MeshCentral,RMM,True,True,True,True,True,True,False,True,False,True,registry | other
microsoft_quick_assist,Microsoft Quick Assist,RAT,True,True,False,False,False,False,False,True,False,True,capabilities | supported_os | disk | eventlog | registry | other
microsoft_rdp,Microsoft RDP,RAT,True,True,False,True,False,False,False,False,False,True,capabilities | disk | eventlog | registry | network | other
microsoft_tsc,Microsoft TSC,RMM,True,True,False,False,False,False,False,False,False,True,capabilities | supported_os | disk | eventlog | registry | network | other
mikogo,Mikogo,RMM,True,True,False,False,False,False,False,True,False,True,capabilities | supported_os | disk | eventlog | registry | other
mionet_(also_known_as_wd_anywhere_access),MioNet (Also known as WD Anywhere Access),RMM,True,True,False,False,False,False,False,False,False,True,capabilities | supported_os | disk | eventlog | registry | network | other
mionet_(wd_anywhere_access),MioNet (WD Anywhere Access),RMM,True,True,False,False,False,False,False,False,False,True,capabilities | supported_os | disk | eventlog | registry | network | other
miradore,Miradore,RMM,True,True,True,True,True,True,False,True,False,False,registry | other | detections
