slug,name,url,description
pcanywhere,pcAnywhere,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/pcanywhere_network_sigma.yml,Detects potential network activity of pcAnywhere RMM tool
pcanywhere,pcAnywhere,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/pcanywhere_processes_sigma.yml,Detects potential processes activity of pcAnywhere RMM tool
pchelpware,PChelpware,,Splunk SPL query detecting PChelpware activity through Sysmon EventCode 1 (process creation).
pcnow,Pcnow,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/pcnow_network_sigma.yml,Detects potential network activity of Pcnow RMM tool
pcnow,Pcnow,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/pcnow_processes_sigma.yml,Detects potential processes activity of Pcnow RMM tool
pcvisit,Pcvisit,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/pcvisit_network_sigma.yml,Detects potential network activity of Pcvisit RMM tool
pcvisit,Pcvisit,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/pcvisit_processes_sigma.yml,Detects potential processes activity of Pcvisit RMM tool
pdq_connect,PDQ Connect,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/pdq_connect_network_sigma.yml,Detects potential network activity of PDQ Connect RMM tool
pdq_connect,PDQ Connect,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/pdq_connect_files_sigma.yml,Detects potential files activity of PDQ Connect RMM tool
pdq_connect,PDQ Connect,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/pdq_connect_processes_sigma.yml,Detects potential processes activity of PDQ Connect RMM tool
pilixo,Pilixo,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/pilixo_network_sigma.yml,Detects potential network activity of Pilixo RMM tool
pilixo,Pilixo,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/pilixo_processes_sigma.yml,Detects potential processes activity of Pilixo RMM tool
pocket_cloud_(wyse),Pocket Cloud (Wyse),https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/pocket_cloud__wyse__processes_sigma.yml,Detects potential processes activity of Pocket Cloud (Wyse) RMM tool
pocket_controller,Pocket Controller,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/pocket_controller_network_sigma.yml,Detects potential network activity of Pocket Controller RMM tool
pocket_controller,Pocket Controller,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/pocket_controller_processes_sigma.yml,Detects potential processes activity of Pocket Controller RMM tool
pocket_controller_(soti_xsight),Pocket Controller (Soti Xsight),https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/pocket_controller__soti_xsight__network_sigma.yml,Detects potential network activity of Pocket Controller (Soti Xsight) RMM tool
pocket_controller_(soti_xsight),Pocket Controller (Soti Xsight),https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/pocket_controller__soti_xsight__processes_sigma.yml,Detects potential processes activity of Pocket Controller (Soti Xsight) RMM tool
psexec,PSEXEC,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/psexec_network_sigma.yml,Detects potential network activity of PSEXEC RMM tool
psexec,PSEXEC,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/psexec_processes_sigma.yml,Detects potential processes activity of PSEXEC RMM tool
psexec_(clone),PSEXEC (Clone),https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/psexec__clone__network_sigma.yml,Detects potential network activity of PSEXEC (Clone) RMM tool
psexec_(clone),PSEXEC (Clone),https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/psexec__clone__processes_sigma.yml,Detects potential processes activity of PSEXEC (Clone) RMM tool
pulseway,Pulseway,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/pulseway_network_sigma.yml,Detects potential network activity of Pulseway RMM tool
pulseway,Pulseway,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/pulseway_processes_sigma.yml,Detects potential processes activity of Pulseway RMM tool
putty,PuTTY,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/putty_processes_sigma.yml,Detects potential processes activity of PuTTY RMM tool
putty_tray,PuTTY Tray,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/putty_tray_processes_sigma.yml,Detects potential processes activity of PuTTY Tray RMM tool
qq_im-remote_assistance,QQ IM-remote assistance,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/qq_im-remote_assistance_network_sigma.yml,Detects potential network activity of QQ IM-remote assistance RMM tool
qq_im-remote_assistance,QQ IM-remote assistance,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/qq_im-remote_assistance_processes_sigma.yml,Detects potential processes activity of QQ IM-remote assistance RMM tool
quest_kace_agent_(formerly_dell_kace),Quest KACE Agent (formerly Dell KACE),https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/quest_kace_agent__formerly_dell_kace__network_sigma.yml,Detects potential network activity of Quest KACE Agent (formerly Dell KACE) RMM tool
quest_kace_agent_(formerly_dell_kace),Quest KACE Agent (formerly Dell KACE),https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/quest_kace_agent__formerly_dell_kace__processes_sigma.yml,Detects potential processes activity of Quest KACE Agent (formerly Dell KACE) RMM tool
quickassist,Quick Assist,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/quick_assist_network_sigma.yml,Detects potential network activity of Quick Assist RMM tool
quickassist,Quick Assist,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/quick_assist_processes_sigma.yml,Detects potential processes activity of Quick Assist RMM tool
radmin,RAdmin,https://github.com/SigmaHQ/sigma/blob/782f0f524e6f797ea114fe0d87b22cb4abaa6b7c/rules/windows/process_creation/proc_creation_win_pua_radmin.yml,PUA - Radmin Viewer Utility Execution
radmin,RAdmin,https://github.com/SigmaHQ/sigma/blob/782f0f524e6f797ea114fe0d87b22cb4abaa6b7c/rules/windows/process_creation/proc_creation_win_registry_enumeration_for_credentials_cli.yml,Enumeration for 3rd Party Creds From CLI
radmin,RAdmin,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/radmin_registry_sigma.yml,Detects potential registry activity of RAdmin RMM tool
radmin,RAdmin,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/radmin_network_sigma.yml,Detects potential network activity of RAdmin RMM tool
radmin,RAdmin,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/radmin_files_sigma.yml,Detects potential files activity of RAdmin RMM tool
radmin,RAdmin,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/radmin_processes_sigma.yml,Detects potential processes activity of RAdmin RMM tool
rapid7,Rapid7,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/rapid7_network_sigma.yml,Detects potential network activity of Rapid7 RMM tool
rapid7,Rapid7,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/rapid7_processes_sigma.yml,Detects potential processes activity of Rapid7 RMM tool
rdclient,RdClient,,"QRadar AQL query detecting RdClient activity through process creation (EventID 4688) for rdclient.exe and supporttool.exe, and registry modifications (EventID 4657) to SOFTWARE\RdClient registry path"
rdcman,RDCMan,,KQL query for detecting RDCMan activity in Microsoft Sentinel
rdp2tcp,rdp2tcp,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/rdp2tcp_network_sigma.yml,Detects potential network activity of rdp2tcp RMM tool
rdp2tcp,rdp2tcp,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/rdp2tcp_processes_sigma.yml,Detects potential processes activity of rdp2tcp RMM tool
rdpview,RDPView,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/rdpview_network_sigma.yml,Detects potential network activity of RDPView RMM tool
rdpview,RDPView,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/rdpview_processes_sigma.yml,Detects potential processes activity of RDPView RMM tool
rdpwrap,rdpwrap,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/rdpwrap_network_sigma.yml,Detects potential network activity of rdpwrap RMM tool
rdpwrap,rdpwrap,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/rdpwrap_processes_sigma.yml,Detects potential processes activity of rdpwrap RMM tool
remcos,Remcos,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/remcos_processes_sigma.yml,Detects potential processes activity of Remcos RMM tool
remmon,Remmon,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/remmon_network_sigma.yml,Detects potential network activity of Remmon RMM tool
remmon,Remmon,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/remmon_processes_sigma.yml,Detects potential processes activity of Remmon RMM tool
remobo,Remobo,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/remobo_network_sigma.yml,Detects potential network activity of Remobo RMM tool
remobo,Remobo,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/remobo_processes_sigma.yml,Detects potential processes activity of Remobo RMM tool
remote.it,Remote.it,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/remote.it_network_sigma.yml,Detects potential network activity of Remote.it RMM tool
remote.it,Remote.it,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/remote.it_processes_sigma.yml,Detects potential processes activity of Remote.it RMM tool
remote_desktop_plus,Remote Desktop Plus,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/remote_desktop_plus_network_sigma.yml,Detects potential network activity of Remote Desktop Plus RMM tool
remote_desktop_plus,Remote Desktop Plus,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/remote_desktop_plus_processes_sigma.yml,Detects potential processes activity of Remote Desktop Plus RMM tool
remote_manipulator_system,Remote Manipulator System,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/remote_manipulator_system_network_sigma.yml,Detects potential network activity of Remote Manipulator System RMM tool
remote_manipulator_system,Remote Manipulator System,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/remote_manipulator_system_processes_sigma.yml,Detects potential processes activity of Remote Manipulator System RMM tool
remote_utilities,Remote Utilities,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/remote_utilities_network_sigma.yml,Detects potential network activity of Remote Utilities RMM tool
remote_utilities,Remote Utilities,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/remote_utilities_processes_sigma.yml,Detects potential processes activity of Remote Utilities RMM tool
remotecall,RemoteCall,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/remotecall_network_sigma.yml,Detects potential network activity of RemoteCall RMM tool
remotecall,RemoteCall,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/remotecall_processes_sigma.yml,Detects potential processes activity of RemoteCall RMM tool
remotepass,RemotePass,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/remotepass_network_sigma.yml,Detects potential network activity of RemotePass RMM tool
remotepass,RemotePass,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/remotepass_processes_sigma.yml,Detects potential processes activity of RemotePass RMM tool
remotepc,RemotePC,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/remotepc_network_sigma.yml,Detects potential network activity of RemotePC RMM tool
remotepc,RemotePC,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/remotepc_processes_sigma.yml,Detects potential processes activity of RemotePC RMM tool
remoteripple,Remote Ripple,,QRadar AQL query for detecting Remote Ripple RMM activity
remoteutilities,RemoteUtilities,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/remoteutilities_network_sigma.yml,Detects potential network activity of RemoteUtilities RMM tool
remoteutilities,RemoteUtilities,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/remoteutilities_processes_sigma.yml,Detects potential processes activity of RemoteUtilities RMM tool
remoteview,RemoteView,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/remoteview_network_sigma.yml,Detects potential network activity of RemoteView RMM tool
remoteview,RemoteView,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/remoteview_processes_sigma.yml,Detects potential processes activity of RemoteView RMM tool
remsupp,RemSupp,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/remsupp_files_sigma.yml,Detects potential files activity of RemSupp RMM tool
remsupp,RemSupp,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/remsupp_network_sigma.yml,Detects potential network activity of RemSupp RMM tool
remsupp,RemSupp,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/remsupp_processes_sigma.yml,Detects potential processes activity of RemSupp RMM tool
remsupp,RemSupp,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/remsupp_registry_sigma.yml,Detects potential registry activity of RemSupp RMM tool
res_automation_manager,RES Automation Manager,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/res_automation_manager_network_sigma.yml,Detects potential network activity of RES Automation Manager RMM tool
res_automation_manager,RES Automation Manager,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/res_automation_manager_processes_sigma.yml,Detects potential processes activity of RES Automation Manager RMM tool
rocketremotedesktop,Rocket Remote Desktop,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/rocket_remote_desktop_processes_sigma.yml,Detects potential processes activity of Rocket Remote Desktop RMM tool
rodexrmm,Rodex RMM,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/rodexrmm_files_sigma.yml,Detects potential files activity of Rodex RMM tool
rodexrmm,Rodex RMM,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/rodexrmm_processes_sigma.yml,Detects potential processes activity of Rodex RMM tool
royal_apps,Royal Apps,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/royal_apps_network_sigma.yml,Detects potential network activity of Royal Apps RMM tool
royal_apps,Royal Apps,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/royal_apps_processes_sigma.yml,Detects potential processes activity of Royal Apps RMM tool
royal_server,Royal Server,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/royal_server_network_sigma.yml,Detects potential network activity of Royal Server RMM tool
royal_ts,Royal TS,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/royal_ts_network_sigma.yml,Detects potential network activity of Royal TS RMM tool
royal_ts,Royal TS,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/royal_ts_processes_sigma.yml,Detects potential processes activity of Royal TS RMM tool
rport,RPort,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/rport_network_sigma.yml,Detects potential network activity of RPort RMM tool
rport,RPort,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/rport_processes_sigma.yml,Detects potential processes activity of RPort RMM tool
rudesktop,RuDesktop,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/rudesktop_network_sigma.yml,Detects potential network activity of RuDesktop RMM tool
rudesktop,RuDesktop,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/rudesktop_processes_sigma.yml,Detects potential processes activity of RuDesktop RMM tool
runsmart,RunSmart,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/runsmart_network_sigma.yml,Detects potential network activity of RunSmart RMM tool
rustdesk,RustDesk,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/rustdesk_network_sigma.yml,Detects potential network activity of RustDesk RMM tool
rustdesk,RustDesk,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/rustdesk_files_sigma.yml,Detects potential files activity of RustDesk RMM tool
rustdesk,RustDesk,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/rustdesk_processes_sigma.yml,Detects potential processes activity of RustDesk RMM tool
s3_browser,S3 Browser,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/s3_browser_processes_sigma.yml,Detects potential processes activity of S3 Browser RMM tool
screenconnect,ScreenConnect,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/screenconnect_network_sigma.yml,Detects potential network activity of ScreenConnect RMM tool
screenconnect,ScreenConnect,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/screenconnect_files_sigma.yml,Detects potential files activity of ScreenConnect RMM tool
screenconnect,ScreenConnect,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/screenconnect_processes_sigma.yml,Detects potential processes activity of ScreenConnect RMM tool
screenmeet,ScreenMeet,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/screenmeet_network_sigma.yml,Detects potential network activity of ScreenMeet RMM tool
screenmeet,ScreenMeet,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/screenmeet_processes_sigma.yml,Detects potential processes activity of ScreenMeet RMM tool
securecrt,SecureCRT,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/securecrt_processes_sigma.yml,Detects potential processes activity of SecureCRT RMM tool
seetrol,Seetrol,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/seetrol_network_sigma.yml,Detects potential network activity of Seetrol RMM tool
seetrol,Seetrol,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/seetrol_processes_sigma.yml,Detects potential processes activity of Seetrol RMM tool
senso.cloud,Senso.cloud,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/senso.cloud_network_sigma.yml,Detects potential network activity of Senso.cloud RMM tool
senso.cloud,Senso.cloud,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/senso.cloud_processes_sigma.yml,Detects potential processes activity of Senso.cloud RMM tool
servereye,ServerEye,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/servereye_network_sigma.yml,Detects potential network activity of ServerEye RMM tool
servereye,ServerEye,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/servereye_processes_sigma.yml,Detects potential processes activity of ServerEye RMM tool
showmypc,ShowMyPC,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/showmypc_network_sigma.yml,Detects potential network activity of ShowMyPC RMM tool
showmypc,ShowMyPC,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/showmypc_processes_sigma.yml,Detects potential processes activity of ShowMyPC RMM tool
simplehelp,SimpleHelp,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/simplehelp_network_sigma.yml,Detects potential network activity of SimpleHelp RMM tool
simplehelp,SimpleHelp,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/simplehelp_processes_sigma.yml,Detects potential processes activity of SimpleHelp RMM tool
site24x7,Site24x7,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/site24x7_network_sigma.yml,Detects potential network activity of Site24x7 RMM tool
site24x7,Site24x7,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/site24x7_processes_sigma.yml,Detects potential processes activity of Site24x7 RMM tool
skyfex,SkyFex,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/skyfex_network_sigma.yml,Detects potential network activity of SkyFex RMM tool
skyfex,SkyFex,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/skyfex_processes_sigma.yml,Detects potential processes activity of SkyFex RMM tool
smartty,SmarTTY,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/smartty_processes_sigma.yml,Detects potential processes activity of SmarTTY RMM tool
solar-putty,Solar-PuTTY,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/solar-putty_processes_sigma.yml,Detects potential processes activity of Solar-PuTTY RMM tool
sophos-remote_management_system,Sophos-Remote Management System,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/sophos-remote_management_system_network_sigma.yml,Detects potential network activity of Sophos-Remote Management System RMM tool
sophos-remote_management_system,Sophos-Remote Management System,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/sophos-remote_management_system_processes_sigma.yml,Detects potential processes activity of Sophos-Remote Management System RMM tool
sorillus,Sorillus,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/sorillus_network_sigma.yml,Detects potential network activity of Sorillus RMM tool
sorillus,Sorillus,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/sorillus_processes_sigma.yml,Detects potential processes activity of Sorillus RMM tool
splashtop,Splashtop,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/splashtop_registry_sigma.yml,Detects potential registry activity of Splashtop RMM tool
splashtop,Splashtop,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/splashtop_network_sigma.yml,Detects potential network activity of Splashtop RMM tool
splashtop,Splashtop,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/splashtop_files_sigma.yml,Detects potential files activity of Splashtop RMM tool
splashtop,Splashtop,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/splashtop_processes_sigma.yml,Detects potential processes activity of Splashtop RMM tool
splashtop_remote,Splashtop Remote,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/splashtop_remote_network_sigma.yml,Detects potential network activity of Splashtop Remote RMM tool
splashtop_remote,Splashtop Remote,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/splashtop_remote_processes_sigma.yml,Detects potential processes activity of Splashtop Remote RMM tool
splashtopbeta,Splashtop (Beta),https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/splashtop__beta__network_sigma.yml,Detects potential network activity of Splashtop (Beta) RMM tool
splashtopbeta,Splashtop (Beta),https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/splashtop__beta__processes_sigma.yml,Detects potential processes activity of Splashtop (Beta) RMM tool
spyanywhere,SpyAnywhere,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/spyanywhere_network_sigma.yml,Detects potential network activity of SpyAnywhere RMM tool
spyanywhere,SpyAnywhere,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/spyanywhere_processes_sigma.yml,Detects potential processes activity of SpyAnywhere RMM tool
sunlogin,SunLogin,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/sunlogin_network_sigma.yml,Detects potential network activity of SunLogin RMM tool
sunlogin,SunLogin,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/sunlogin_processes_sigma.yml,Detects potential processes activity of SunLogin RMM tool
superops,SuperOps,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/superops_network_sigma.yml,Detects potential network activity of SuperOps RMM tool
superops,SuperOps,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/superops_processes_sigma.yml,Detects potential processes activity of SuperOps RMM tool
superputty,SuperPuTTY,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/superputty_processes_sigma.yml,Detects potential processes activity of SuperPuTTY RMM tool
supremo,Supremo,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/supremo_network_sigma.yml,Detects potential network activity of Supremo RMM tool
supremo,Supremo,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/supremo_processes_sigma.yml,Detects potential processes activity of Supremo RMM tool
syncro,Syncro,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/syncro_network_sigma.yml,Detects potential network activity of Syncro RMM tool
syncro,Syncro,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/syncro_processes_sigma.yml,Detects potential processes activity of Syncro RMM tool
syncthing,Syncthing,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/syncthing_processes_sigma.yml,Detects potential processes activity of Syncthing RMM tool
synergy,Synergy,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/synergy_network_sigma.yml,Detects potential network activity of Synergy RMM tool
sysaid,SysAid,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/sysaid_processes_sigma.yml,Detects potential processes activity of SysAid RMM tool
syspectr,Syspectr,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/syspectr_network_sigma.yml,Detects potential network activity of Syspectr RMM tool
syspectr,Syspectr,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/syspectr_processes_sigma.yml,Detects potential processes activity of Syspectr RMM tool
tactical_rmm,Tactical RMM,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/tactical_rmm_network_sigma.yml,Detects potential network activity of Tactical RMM RMM tool
tactical_rmm,Tactical RMM,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/tactical_rmm_processes_sigma.yml,Detects potential processes activity of Tactical RMM RMM tool
tailscale,Tailscale,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/tailscale_network_sigma.yml,Detects potential network activity of Tailscale RMM tool
tailscale,Tailscale,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/tailscale_processes_sigma.yml,Detects potential processes activity of Tailscale RMM tool
tanium,Tanium,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/tanium_network_sigma.yml,Detects potential network activity of Tanium RMM tool
tanium,Tanium,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/tanium_processes_sigma.yml,Detects potential processes activity of Tanium RMM tool
taniumdeploy,Tanium Deploy,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/tanium_deploy_network_sigma.yml,Detects potential network activity of Tanium Deploy RMM tool
teamviewer,TeamViewer,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/teamviewer_registry_sigma.yml,Detects potential registry activity of TeamViewer RMM tool
teamviewer,TeamViewer,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/teamviewer_network_sigma.yml,Detects potential network activity of TeamViewer RMM tool
teamviewer,TeamViewer,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/teamviewer_files_sigma.yml,Detects potential files activity of TeamViewer RMM tool
teamviewer,TeamViewer,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/teamviewer_processes_sigma.yml,Detects potential processes activity of TeamViewer RMM tool
teledesktop,TeleDesktop,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/teledesktop_network_sigma.yml,Detects potential network activity of TeleDesktop RMM tool
teledesktop,TeleDesktop,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/teledesktop_processes_sigma.yml,Detects potential processes activity of TeleDesktop RMM tool
teramind,Teramind,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/teramind_files_sigma.yml,Detects potential files activity of Teramind RMM tool
teramind,Teramind,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/teramind_network_sigma.yml,Detects potential network activity of Teramind RMM tool
teramind,Teramind,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/teramind_processes_sigma.yml,Detects potential processes activity of Teramind RMM tool
teramind,Teramind,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/teramind_registry_sigma.yml,Detects potential registry activity of Teramind RMM tool
tiflux,TiFLUX,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/tiflux_registry_sigma.yml,Detects potential registry activity of TiFLUX RMM tool
tiflux,TiFLUX,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/tiflux_network_sigma.yml,Detects potential network activity of TiFLUX RMM tool
tiflux,TiFLUX,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/tiflux_files_sigma.yml,Detects potential files activity of TiFLUX RMM tool
tiflux,TiFLUX,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/tiflux_processes_sigma.yml,Detects potential processes activity of TiFLUX RMM tool
tigervnc,TigerVNC,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/tigervnc_network_sigma.yml,Detects potential network activity of TigerVNC RMM tool
tigervnc,TigerVNC,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/tigervnc_processes_sigma.yml,Detects potential processes activity of TigerVNC RMM tool
tightvnc,TightVNC,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/tightvnc_network_sigma.yml,Detects potential network activity of TightVNC RMM tool
tightvnc,TightVNC,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/tightvnc_processes_sigma.yml,Detects potential processes activity of TightVNC RMM tool
